District,School Name,City,Report Period,Total Cases,Academic Year,Date Updated
Unified School District #1,Garner Correctional Institution,Newtown,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Unified School District #1,MacDougall/Walker Correctional Institution,Suffield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Unified School District #1,Corrigan/Radgowski Correctional Institution,Uncasville,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Unified School District #1,York Correctional Institution,Niantic,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Unified School District #1,Northern Correctional Institution,Somers,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Unified School District #2,Children's Place School,East Windsor,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Unified School District #2,Virtual Academy,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Unified School District #2,Riverview School,Middletown,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
New Britain School District,Lincoln KEY Elementary,New Britain,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Wallingford School District,Wallingford Transition Academy,Wallingford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
TBD,New England Jewish Academy - Lower School,Bloomfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
TBD,Cross Street Academy,Darien,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
TBD,The Taft School,Watertown,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
TBD,Greens Farms Academy,Westport,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Bristol School District,Greene Hills Extended Resource,Bristol,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
East Haddam School District,East Haddam Cooperative Transition Program,Colchester,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
TBD,Connecticut Education Center,Enfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
TBD,Hubbard Day,Greenwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Ridgefield School District,District Program BMES,Ridgefield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
TBD,Pierrepont School,Westport,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Shared Services,Shared Services,Winsted,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
EdAdvance,ACCESS High School,Danbury,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
EdAdvance,Partnership Learning Academy-Expelled Student Program,Terryville,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Project Oceanology,Project Oceanology,Groton,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Department of Social Services,Department of Social Services,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Unified School District #1,Unified School District #1,Wethersfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Department of Mental Health and Addiction Services,Department of Mental Health and Addiction Services,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Department of Mental Health and Addiction Services,Connecticut Valley Hospital,Middletown,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Department of Mental Health and Addiction Services,Connecticut Mental Health Center,New Haven,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Department of Mental Health and Addiction Services,Greater Bridgeport Community Mental Health Center,Bridgeport,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Department of Mental Health and Addiction Services,Capitol Region Mental Health Center,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Department of Mental Health and Addiction Services,Southeast Mental Health Authority,Norwich,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Department of Mental Health and Addiction Services,River Valley Services,Middletown,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Department of Mental Health and Addiction Services,Whiting Forensic Hospital,Middletown,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Unified School District #2,Unified School District #2,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Judicial Centers,Judicial Centers,Wethersfield,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Judicial Centers,Bridgeport Detention Center,Bridgeport,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
Judicial Centers,Hartford Detention Center,Hartford,08/26/2021 - 09/01/2021,0,2021-2022,9/2/2021
